line-x,line,mux-x,mux,mux-line-x,mux + line
446.077,90.98765432,227.133,89.25925926,165.971,86.41975309
446.162,90.98765432,227.139,89.25925926,166.061,86.41975309
446.185,90.98765432,229.36,89.25925926,167.065,86.41975309
446.207,90.98765432,235.771,89.25925926,167.446,86.41975309
446.523,90.98765432,236.03,89.25925926,167.879,86.41975309
454.335,90.98765432,238.884,89.25925926,169.144,86.41975309
457.474,90.98765432,239.198,89.25925926,169.197,86.41975309
459.488,90.98765432,241.952,89.25925926,169.856,86.41975309
459.743,90.98765432,247.334,89.25925926,171.652,86.41975309
466.696,91.11111111,251.539,89.25925926,172.114,86.41975309
476.071,91.11111111,251.93,89.25925926,172.254,86.41975309
478.34,91.72839506,252.046,89.25925926,172.562,86.41975309
481.167,91.72839506,256.888,89.25925926,172.972,86.41975309
481.37,91.72839506,260.115,89.25925926,173.233,86.41975309
481.816,91.72839506,262.544,89.25925926,173.317,86.41975309
482.561,92.4691358,262.579,89.25925926,173.378,86.41975309
487.011,92.4691358,262.895,89.25925926,173.464,86.41975309
488.987,92.4691358,266.227,89.25925926,173.608,86.41975309
490.299,92.59259259,269.038,89.25925926,173.944,86.41975309
490.602,92.83950617,273.624,89.25925926,175.346,86.41975309
492.319,92.83950617,274.147,89.25925926,175.438,86.41975309
495.208,92.83950617,283.647,89.50617284,176.571,86.41975309
497.2,92.83950617,283.852,89.50617284,176.671,86.41975309
497.948,92.83950617,284.366,89.50617284,177.101,86.41975309
498.144,92.83950617,286.311,89.50617284,177.252,86.41975309
502.555,92.83950617,291.073,89.50617284,177.456,86.41975309
502.999,92.83950617,292.537,89.50617284,177.535,86.41975309
522.552,92.83950617,301.167,89.50617284,177.948,86.41975309
524.221,92.83950617,305.201,89.50617284,177.999,86.41975309
531.22,92.83950617,307.492,89.50617284,178.252,86.41975309
531.85,92.83950617,323.517,89.50617284,178.323,86.41975309
535.219,92.83950617,324.676,89.50617284,178.609,86.41975309
536.902,92.83950617,324.706,89.50617284,178.764,86.41975309
538.97,92.83950617,331.341,89.50617284,179.404,86.41975309
547.098,92.83950617,360.905,89.50617284,180.384,86.41975309
554.908,92.83950617,365.834,89.75308642,182.109,86.41975309
556.249,92.83950617,394.987,89.75308642,182.501,86.41975309
562.808,92.83950617,400.611,89.75308642,185.487,86.41975309
569.845,92.83950617,422.301,90,187.301,86.41975309
589.634,92.83950617,434.594,90,188.165,86.41975309
593.064,92.83950617,435.385,90,188.824,86.41975309
597.179,92.83950617,450.634,90,189.638,86.41975309
600.516,92.83950617,456.375,90,190.425,86.41975309
604.155,92.83950617,456.942,90,190.813,86.41975309
605.285,92.83950617,473.611,90,190.965,86.41975309
605.686,92.83950617,477.861,90,191.457,86.41975309
605.701,92.83950617,498.526,90,191.903,86.41975309
605.733,92.83950617,499.684,90,192.647,86.41975309
606.208,92.83950617,505.853,90,195.798,86.41975309
606.727,92.83950617,508.875,90,197.015,86.41975309
606.755,92.83950617,509.525,90,197.05,86.41975309
607.315,92.83950617,516.532,90,198.312,86.41975309
607.476,92.83950617,520.312,90,198.492,86.41975309
607.768,93.58024691,521.577,90,198.798,86.41975309
608.618,93.58024691,524.729,90.86419753,199.013,86.41975309
608.932,93.58024691,526.051,90.86419753,200.489,86.41975309
609.182,93.58024691,526.246,90.98765432,200.602,86.41975309
609.918,93.58024691,526.332,90.98765432,200.651,86.41975309
610.09,93.58024691,532.537,91.2345679,201.49,86.41975309
610.659,93.58024691,534.049,91.2345679,201.546,86.41975309
611.227,93.58024691,534.513,91.2345679,201.805,86.41975309
612.229,93.58024691,534.969,91.2345679,202.487,86.41975309
612.25,93.58024691,535.928,91.2345679,203.717,86.41975309
614.65,93.58024691,540.089,92.4691358,203.828,86.41975309
614.955,93.58024691,541.679,92.4691358,207.77,86.41975309
615.165,93.58024691,554.892,92.4691358,207.888,86.41975309
616.055,93.58024691,557.244,92.4691358,208.947,86.41975309
616.87,93.58024691,557.317,92.4691358,211.005,86.66666667
617,93.58024691,557.492,92.4691358,211.301,86.66666667
617.494,93.58024691,561.581,92.4691358,216.343,86.66666667
619.233,93.58024691,561.609,92.4691358,217.25,86.66666667
619.394,93.58024691,572.311,92.4691358,217.542,86.66666667
621.607,93.58024691,572.887,92.4691358,217.868,86.66666667
622.544,93.58024691,576.069,92.4691358,218.007,86.66666667
623.353,93.58024691,577.175,92.4691358,218.98,86.66666667
624.388,93.58024691,581.7,92.4691358,219.236,86.66666667
625.415,93.7037037,583.542,92.4691358,219.29,86.66666667
625.524,93.7037037,605.21,92.83950617,219.328,86.66666667
627.091,93.7037037,606.232,93.45679012,219.558,86.66666667
627.104,93.7037037,607.295,95.18518519,220.713,86.66666667
627.165,93.7037037,608.514,96.91358025,221.623,86.66666667
627.217,94.07407407,609.542,97.28395062,222.919,86.66666667
627.546,94.07407407,611.786,97.28395062,223.668,86.66666667
628.557,94.07407407,611.811,97.28395062,225.138,86.66666667
629.014,94.69135802,612.119,97.28395062,225.503,86.66666667
629.289,94.69135802,612.203,97.28395062,226.504,86.66666667
629.934,94.69135802,612.278,97.5308642,229.874,86.66666667
634.773,94.69135802,612.916,97.77777778,230.344,86.66666667
635.056,94.69135802,613.401,97.77777778,233.558,86.66666667
635.099,94.69135802,624.046,97.77777778,233.873,86.66666667
635.611,94.69135802,625.138,97.77777778,234.115,86.66666667
636.113,94.69135802,629.001,97.77777778,235.514,86.66666667
636.465,94.69135802,632.532,97.77777778,236.173,86.66666667
638.097,94.69135802,649.982,97.77777778,236.628,86.66666667
638.231,95.30864198,651.308,97.77777778,237.444,86.66666667
641.657,95.30864198,657.891,97.90123457,237.536,86.66666667
642.827,95.30864198,658.007,98.02469136,240.48,86.66666667
643.482,95.30864198,658.053,98.02469136,240.972,86.66666667
646.967,95.80246914,675.987,98.02469136,242.547,86.66666667
648.395,95.80246914,676.672,98.02469136,242.932,86.66666667
651.695,95.80246914,676.9,98.02469136,243.171,86.66666667
654.27,96.54320988,685.103,98.02469136,244.399,86.66666667
656.176,96.54320988,707.117,98.02469136,245.21,86.66666667
657.678,97.16049383,711.036,98.02469136,247.348,86.66666667
662.031,97.16049383,718.01,98.02469136,247.924,86.66666667
662.2,97.16049383,723.59,98.14814815,247.927,86.66666667
662.279,97.65432099,728.147,98.14814815,248.107,86.66666667
662.327,97.65432099,731.065,98.14814815,248.842,86.66666667
662.84,98.39506173,737.715,98.14814815,252.505,86.66666667
664.639,98.39506173,737.785,98.14814815,256.67,86.66666667
667.579,98.39506173,739.294,98.14814815,256.709,86.66666667
671.531,98.39506173,739.342,98.39506173,256.746,86.66666667
674.96,98.39506173,744.755,98.39506173,257.164,86.66666667
676.928,98.39506173,745.138,98.39506173,257.259,86.66666667
677.34,98.39506173,747.595,98.39506173,259.576,86.66666667
680.746,98.39506173,750.913,98.39506173,260.433,86.66666667
685.678,98.39506173,751.793,98.39506173,260.926,86.66666667
687.98,98.39506173,764.672,98.39506173,261.706,86.66666667
691.959,98.39506173,765.535,98.39506173,262.732,86.66666667
696.341,98.39506173,767.974,98.39506173,263.159,86.66666667
702.128,98.51851852,769.476,98.39506173,263.988,86.66666667
702.844,98.51851852,771.204,98.39506173,264.098,86.66666667
703.552,98.51851852,777.055,98.39506173,264.197,86.66666667
715.383,98.51851852,777.281,98.39506173,265.353,86.66666667
717.535,98.51851852,778.047,98.39506173,265.496,87.90123457
718.637,98.51851852,778.833,98.39506173,267.96,87.90123457
723.261,98.51851852,779.43,98.39506173,273.071,87.90123457
724.323,98.64197531,779.616,98.39506173,276.686,88.14814815
735.139,98.64197531,779.793,98.39506173,277.113,88.14814815
735.233,98.64197531,782.389,98.39506173,277.373,88.14814815
735.767,98.64197531,783.963,98.39506173,280.767,88.14814815
738.516,98.64197531,796.069,98.39506173,282.158,88.14814815
740.986,98.7654321,815.882,98.39506173,282.657,88.14814815
747.866,99.01234568,833.57,98.39506173,282.913,88.14814815
750.724,99.01234568,837.777,98.39506173,283.332,88.14814815
755.05,99.01234568,839.651,98.39506173,283.677,88.14814815
755.401,99.01234568,847.95,98.39506173,284.802,88.14814815
769.137,99.01234568,848.502,98.64197531,287.316,88.14814815
771.105,99.01234568,849.337,98.64197531,288.091,88.14814815
776.938,99.01234568,860.235,98.64197531,288.112,88.14814815
780.153,99.01234568,871.405,98.64197531,288.78,88.14814815
787.756,99.01234568,871.55,98.64197531,289.043,88.14814815
791.576,99.01234568,871.98,98.64197531,291.343,88.14814815
816.542,99.01234568,888.503,98.64197531,291.874,88.14814815
823.512,99.01234568,893.704,98.64197531,292.882,88.14814815
828.01,99.01234568,900.522,98.64197531,292.985,88.14814815
830.908,99.13580247,900.8,98.64197531,293.681,88.14814815
833.624,99.13580247,907.746,98.64197531,294.446,88.14814815
837.372,99.13580247,917.677,98.64197531,295.077,88.14814815
845.146,99.13580247,924.484,98.64197531,295.991,88.14814815
848.819,99.13580247,927.236,98.64197531,298,88.14814815
848.869,99.13580247,938.176,98.64197531,298.964,88.14814815
848.943,99.13580247,959.488,98.64197531,299.769,88.14814815
850.663,99.13580247,960.936,98.64197531,300.016,88.14814815
850.816,99.13580247,971.558,98.64197531,301.624,88.14814815
851.273,99.13580247,993.378,98.64197531,302.344,88.14814815
869.538,99.13580247,995.198,98.64197531,304.037,88.14814815
870.109,99.13580247,1001.672,98.64197531,308.036,88.14814815
873.44,99.13580247,1003.619,98.64197531,308.899,88.14814815
876.983,99.13580247,1004.432,98.64197531,308.914,88.14814815
878.277,99.13580247,1006.63,98.64197531,309.021,88.14814815
879.235,99.13580247,1016.285,98.64197531,309.626,88.14814815
882.37,99.25925926,1018.517,98.64197531,309.847,88.14814815
883.023,99.25925926,1025.396,98.64197531,310.992,88.14814815
888.631,99.25925926,1025.733,98.64197531,312.141,88.14814815
907.832,99.25925926,1028.24,98.64197531,312.275,88.14814815
908.177,99.25925926,1030.138,98.64197531,315.64,88.14814815
924.089,99.25925926,1030.665,98.64197531,316.873,88.14814815
929.688,99.25925926,1032.541,98.64197531,317.417,88.14814815
930.104,99.25925926,1048.209,98.64197531,317.747,88.14814815
930.225,99.25925926,1060.695,98.64197531,322.364,88.14814815
944.248,99.25925926,1072.837,98.64197531,323.121,88.14814815
945.872,99.25925926,1077.777,98.64197531,324.354,88.14814815
946.107,99.25925926,1081.846,98.64197531,325.341,88.14814815
946.781,99.25925926,1091.457,98.64197531,327.132,88.14814815
953.624,99.25925926,1097.069,98.64197531,328.088,88.14814815
966.421,99.25925926,1099.743,98.64197531,328.369,88.14814815
969.709,99.25925926,1116.938,98.64197531,329.211,88.14814815
972.724,99.25925926,1118.136,98.64197531,331.408,88.14814815
977.2,99.25925926,1126.609,98.64197531,332.022,88.14814815
984.655,99.25925926,1146.73,98.64197531,332.596,88.14814815
987.009,99.25925926,1147.559,98.64197531,333.202,88.14814815
996.92,99.25925926,1148.722,98.64197531,334.183,88.14814815
1000.176,99.25925926,1150.19,98.64197531,334.239,88.14814815
1006.563,99.25925926,1193.817,98.64197531,334.313,88.14814815
1006.787,99.25925926,1204.763,98.64197531,334.809,88.14814815
1058.386,99.25925926,,,336.801,88.14814815
1061.995,99.25925926,,,336.894,88.14814815
1069.493,99.25925926,,,337.265,88.14814815
1089.707,99.25925926,,,337.62,88.14814815
1102.663,99.25925926,,,338.046,88.14814815
1115,99.25925926,,,338.136,88.14814815
1126.846,99.25925926,,,338.544,88.14814815
1127.941,99.38271605,,,338.65,88.14814815
1132.65,99.38271605,,,345.226,88.14814815
1133.777,99.38271605,,,345.29,88.14814815
1135.744,99.50617284,,,346.003,88.14814815
1138.955,99.50617284,,,346.352,88.14814815
1141.743,99.50617284,,,346.387,88.14814815
1141.921,99.50617284,,,347.659,88.14814815
1144.547,99.50617284,,,354.987,88.14814815
1145.994,99.50617284,,,356.649,88.14814815
1147.67,99.50617284,,,360.796,88.14814815
1159.525,99.50617284,,,363.523,88.14814815
1181.989,99.50617284,,,364.72,88.14814815
1204.821,99.50617284,,,372.329,88.14814815
,,,,373.604,88.14814815
,,,,378.207,88.14814815
,,,,380.806,88.14814815
,,,,383.497,88.14814815
,,,,383.76,88.14814815
,,,,386.315,88.14814815
,,,,388.198,88.14814815
,,,,390.979,88.14814815
,,,,392.055,88.14814815
,,,,392.606,88.14814815
,,,,392.756,88.14814815
,,,,394.751,88.14814815
,,,,398.437,88.14814815
,,,,398.955,88.14814815
,,,,405.686,88.14814815
,,,,409.629,88.14814815
,,,,410.459,88.14814815
,,,,410.628,88.14814815
,,,,412.777,88.14814815
,,,,416.627,88.14814815
,,,,420.347,88.14814815
,,,,432.017,88.14814815
,,,,432.545,88.14814815
,,,,432.793,88.14814815
,,,,434.778,88.14814815
,,,,448.579,88.14814815
,,,,451.93,88.14814815
,,,,453.533,88.14814815
,,,,455.071,88.14814815
,,,,459.124,88.14814815
,,,,473.044,88.14814815
,,,,480.207,88.14814815
,,,,498.584,89.75308642
,,,,499.098,89.75308642
,,,,500.692,89.75308642
,,,,503.975,89.75308642
,,,,504.623,89.75308642
,,,,512.771,89.75308642
,,,,514.243,89.75308642
,,,,515.728,89.75308642
,,,,515.876,89.75308642
,,,,516.341,89.75308642
,,,,516.887,89.75308642
,,,,517.896,89.75308642
,,,,522.521,89.75308642
,,,,523.655,89.75308642
,,,,524.483,89.75308642
,,,,524.53,89.75308642
,,,,527.626,89.75308642
,,,,530.445,89.75308642
,,,,531.071,90
,,,,534.59,90
,,,,535.023,90
,,,,536.66,90
,,,,536.825,90
,,,,543.4,90
,,,,546.966,90
,,,,554.898,90.12345679
,,,,556.752,90.12345679
,,,,557.462,90.12345679
,,,,559.065,90.12345679
,,,,571.945,90.12345679
,,,,575.19,90.12345679
,,,,576.746,90.12345679
,,,,577.602,90.12345679
,,,,578.228,90.12345679
,,,,578.953,90.12345679
,,,,579.348,90.12345679
,,,,579.751,90.12345679
,,,,580.532,90.12345679
,,,,587.719,90.12345679
,,,,588.431,90.12345679
,,,,590.968,90.12345679
,,,,596.247,90.12345679
,,,,598.265,90.12345679
,,,,600.498,90.12345679
,,,,603.798,90.12345679
,,,,604.653,90.12345679
,,,,604.711,90.12345679
,,,,606.099,90.12345679
,,,,606.708,90.12345679
,,,,607.055,90.12345679
,,,,607.724,91.85185185
,,,,607.964,91.85185185
,,,,608.02,91.85185185
,,,,608.564,91.85185185
,,,,609.273,91.85185185
,,,,610.428,91.85185185
,,,,610.928,91.85185185
,,,,611.424,91.85185185
,,,,611.737,91.85185185
,,,,612.344,91.85185185
,,,,613.829,91.85185185
,,,,614.125,91.85185185
,,,,614.75,91.85185185
,,,,614.967,91.85185185
,,,,615.023,91.85185185
,,,,615.605,91.85185185
,,,,616.235,91.85185185
,,,,617.438,91.85185185
,,,,619.412,91.85185185
,,,,619.427,91.85185185
,,,,621.718,91.85185185
,,,,621.863,91.85185185
,,,,622.553,91.85185185
,,,,623.592,91.85185185
,,,,623.964,91.85185185
,,,,624.446,91.85185185
,,,,624.475,91.85185185
,,,,625.165,91.85185185
,,,,625.342,91.85185185
,,,,625.482,92.71604938
,,,,626.186,92.71604938
,,,,626.485,92.71604938
,,,,626.853,92.71604938
,,,,626.893,92.71604938
,,,,627.422,92.71604938
,,,,627.521,92.71604938
,,,,629.834,93.08641975
,,,,630.276,93.08641975
,,,,631.12,93.08641975
,,,,631.644,93.08641975
,,,,632.189,93.08641975
,,,,632.312,93.08641975
,,,,632.839,93.08641975
,,,,633.301,93.08641975
,,,,637.146,93.08641975
,,,,637.807,93.08641975
,,,,637.939,93.08641975
,,,,638.596,93.08641975
,,,,639.793,93.08641975
,,,,640.654,93.08641975
,,,,640.902,93.08641975
,,,,642.668,93.08641975
,,,,643.006,94.07407407
,,,,644.605,94.07407407
,,,,647.373,94.07407407
,,,,647.667,94.07407407
,,,,648.482,94.69135802
,,,,649.003,94.69135802
,,,,649.789,94.69135802
,,,,650.52,94.69135802
,,,,654.675,94.69135802
,,,,655.4,94.69135802
,,,,655.533,94.69135802
,,,,656.005,94.69135802
,,,,656.573,94.69135802
,,,,656.649,94.81481481
,,,,657.965,94.81481481
,,,,660.864,95.18518519
,,,,661.713,95.18518519
,,,,662.897,95.18518519
,,,,663.278,95.18518519
,,,,663.422,95.18518519
,,,,664.119,95.18518519
,,,,664.665,95.18518519
,,,,664.908,95.18518519
,,,,666.415,95.18518519
,,,,666.96,95.67901235
,,,,668.283,95.67901235
,,,,668.389,95.67901235
,,,,668.588,95.67901235
,,,,669.055,96.41975309
,,,,669.287,97.16049383
,,,,669.393,97.16049383
,,,,670.485,97.16049383
,,,,670.972,97.16049383
,,,,672.888,97.16049383
,,,,674.036,97.16049383
,,,,674.214,97.16049383
,,,,674.873,97.16049383
,,,,675.219,97.16049383
,,,,676,97.16049383
,,,,676.367,97.16049383
,,,,676.994,97.16049383
,,,,677.092,97.16049383
,,,,678.436,97.16049383
,,,,680.458,97.16049383
,,,,681.408,97.16049383
,,,,682.685,97.16049383
,,,,690.926,97.16049383
,,,,692.298,97.16049383
,,,,693.602,97.16049383
,,,,695.075,97.16049383
,,,,696.349,97.16049383
,,,,702.032,97.16049383
,,,,702.317,97.16049383
,,,,702.362,97.16049383
,,,,702.509,97.16049383
,,,,702.793,97.16049383
,,,,708.967,97.16049383
,,,,712.042,97.16049383
,,,,712.261,97.16049383
,,,,714.255,97.16049383
,,,,715.527,97.16049383
,,,,717.221,97.16049383
,,,,722.474,97.16049383
,,,,725.309,97.16049383
,,,,730.422,97.16049383
,,,,731.452,97.16049383
,,,,734.211,97.16049383
,,,,737.289,97.16049383
,,,,737.855,97.16049383
,,,,739.95,97.16049383
,,,,741.515,97.5308642
,,,,742.886,97.5308642
,,,,742.927,97.5308642
,,,,743.882,97.5308642
,,,,745.413,97.5308642
,,,,745.889,97.5308642
,,,,755.26,97.5308642
,,,,755.333,97.77777778
,,,,758.371,97.90123457
,,,,759.09,97.90123457
,,,,763.884,97.90123457
,,,,765.554,97.90123457
,,,,767.029,97.90123457
,,,,771.883,98.02469136
,,,,774.074,98.14814815
,,,,774.552,98.14814815
,,,,775.96,98.14814815
,,,,783.841,98.14814815
,,,,787.051,98.14814815
,,,,789.345,98.14814815
,,,,789.483,98.14814815
,,,,789.636,98.14814815
,,,,790.334,98.14814815
,,,,794.719,98.14814815
,,,,796.558,98.14814815
,,,,796.993,98.14814815
,,,,797.795,98.14814815
,,,,802.013,98.27160494
,,,,802.536,98.27160494
,,,,808.248,98.27160494
,,,,810.751,98.27160494
,,,,813.462,98.27160494
,,,,819.084,98.27160494
,,,,829.132,98.39506173
,,,,838.347,98.39506173
,,,,839.132,98.39506173
,,,,840.708,98.64197531
,,,,840.783,98.64197531
,,,,851.855,98.7654321
,,,,855.176,98.7654321
,,,,858.929,98.88888889
,,,,859.805,98.88888889
,,,,862.047,98.88888889
,,,,862.517,98.88888889
,,,,863.635,98.88888889
,,,,867.283,98.88888889
,,,,868.164,98.88888889
,,,,868.314,98.88888889
,,,,871.535,98.88888889
,,,,871.782,98.88888889
,,,,875.391,98.88888889
,,,,879.127,98.88888889
,,,,879.854,98.88888889
,,,,879.893,99.01234568
,,,,881.142,99.01234568
,,,,881.155,99.01234568
,,,,883.221,99.01234568
,,,,884.753,99.01234568
,,,,887.998,99.13580247
,,,,888.827,99.13580247
,,,,896.55,99.13580247
,,,,898.19,99.13580247
,,,,905.751,99.13580247
,,,,906.39,99.13580247
,,,,908.973,99.13580247
,,,,912.292,99.13580247
,,,,936.381,99.13580247
,,,,943.18,99.13580247
,,,,949.9,99.13580247
,,,,950.992,99.13580247
,,,,952.525,99.13580247
,,,,953.082,99.13580247
,,,,955.158,99.13580247
,,,,955.804,99.13580247
,,,,960.221,99.13580247
,,,,962.246,99.13580247
,,,,962.809,99.25925926
,,,,968.713,99.25925926
,,,,977.353,99.25925926
,,,,980.039,99.25925926
,,,,1004.993,99.25925926
,,,,1010.921,99.25925926
,,,,1011.157,99.25925926
,,,,1012.748,99.25925926
,,,,1013.128,99.25925926
,,,,1013.236,99.25925926
,,,,1017.897,99.25925926
,,,,1021.694,99.25925926
,,,,1023.62,99.25925926
,,,,1035.157,99.25925926
,,,,1038.326,99.38271605
,,,,1050.549,99.38271605
,,,,1050.564,99.38271605
,,,,1056.789,99.38271605
,,,,1059.548,99.38271605
,,,,1060.006,99.38271605
,,,,1069.802,99.38271605
,,,,1074.578,99.38271605
,,,,1079.925,99.38271605
,,,,1091.577,99.38271605
,,,,1092.118,99.38271605
,,,,1093.093,99.38271605
,,,,1097.256,99.38271605
,,,,1105.005,99.38271605
,,,,1112.091,99.38271605
,,,,1116.928,99.38271605
,,,,1119.651,99.38271605
,,,,1119.686,99.50617284
,,,,1120.121,99.50617284
,,,,1122.927,99.50617284
,,,,1127.975,99.50617284
,,,,1135.167,99.50617284
,,,,1155.603,99.50617284
,,,,1170.855,99.50617284
,,,,1171.587,99.50617284
,,,,1181.954,99.50617284
,,,,1183.856,99.50617284
,,,,1184.477,99.50617284
,,,,1190.255,99.50617284
,,,,1191.57,99.50617284
,,,,1191.638,99.50617284
,,,,1192.694,99.50617284
,,,,1193.241,99.50617284
,,,,1204.926,99.50617284
