line-x,line,mux-x,mux,mux-line-x,mux + line
51.676,84.81481481,37.249,84.81481481,42.238,78.39506173
51.765,84.81481481,37.372,84.81481481,42.494,78.39506173
52.486,84.81481481,37.414,84.81481481,43.144,78.39506173
53.08,84.81481481,37.456,84.81481481,44.274,78.39506173
53.219,84.81481481,37.47,84.81481481,44.502,78.39506173
54.565,84.81481481,37.785,84.81481481,44.656,78.39506173
55.112,84.81481481,37.956,84.81481481,44.862,78.39506173
55.453,84.81481481,38.144,84.81481481,44.972,78.39506173
55.937,84.81481481,38.232,84.81481481,45.365,78.39506173
56.005,84.81481481,38.301,84.81481481,45.434,78.39506173
56.27,84.81481481,38.333,84.81481481,46.39,78.51851852
56.526,84.81481481,38.408,84.81481481,46.782,78.51851852
56.734,84.81481481,38.597,84.81481481,46.914,78.51851852
56.766,84.81481481,38.633,84.81481481,47.167,78.51851852
56.91,85.0617284,38.683,84.81481481,47.395,78.51851852
56.938,85.0617284,38.947,84.81481481,47.466,78.51851852
57.414,85.0617284,39.581,84.81481481,47.655,78.51851852
57.669,85.0617284,39.665,84.81481481,48.004,78.51851852
58.274,85.0617284,39.773,84.81481481,48.01,78.51851852
58.707,85.0617284,39.838,86.17283951,48.051,78.51851852
58.828,85.0617284,40.587,86.17283951,48.443,78.51851852
59.404,85.0617284,40.773,86.17283951,48.515,78.51851852
61.019,85.0617284,40.777,86.17283951,48.744,78.51851852
61.076,85.0617284,40.956,86.17283951,49.267,78.51851852
61.184,85.0617284,41.234,86.17283951,49.587,78.51851852
61.761,85.0617284,42.335,86.17283951,50.543,78.51851852
62.034,85.0617284,42.516,86.17283951,50.827,78.51851852
62.901,85.0617284,42.557,86.17283951,50.89,78.51851852
62.928,85.0617284,42.618,86.17283951,50.961,78.51851852
63.148,85.0617284,43.208,86.17283951,51.021,78.51851852
63.168,85.0617284,43.437,86.17283951,51.265,78.7654321
64.904,85.0617284,43.529,86.17283951,51.641,78.7654321
65,85.0617284,43.723,86.17283951,52.432,78.7654321
65.508,85.0617284,44.263,86.17283951,53.167,78.7654321
65.715,85.0617284,44.375,86.17283951,53.228,79.13580247
65.741,85.0617284,44.635,86.17283951,53.69,79.13580247
65.971,85.0617284,44.692,86.41975309,53.969,79.13580247
66.129,85.0617284,44.804,86.41975309,54.751,79.13580247
67.752,85.0617284,44.969,86.41975309,54.821,79.13580247
68.604,85.0617284,44.988,86.41975309,54.863,79.13580247
68.825,85.0617284,45.151,86.41975309,54.933,79.13580247
69.129,85.0617284,45.285,86.41975309,55.044,79.13580247
69.639,85.0617284,45.391,86.41975309,55.068,80.74074074
70.663,85.0617284,45.805,86.41975309,55.35,80.74074074
71.615,85.0617284,46.48,86.41975309,56.323,80.86419753
71.725,85.0617284,46.905,86.41975309,56.61,80.98765432
72.681,85.0617284,46.999,86.41975309,56.799,80.98765432
73.649,85.0617284,47.018,86.41975309,57.441,80.98765432
74.213,85.0617284,47.592,86.41975309,57.59,80.98765432
74.329,85.0617284,47.809,86.41975309,59.428,80.98765432
74.454,85.0617284,47.918,86.41975309,60.585,80.98765432
74.613,85.0617284,48.022,86.41975309,61.222,80.98765432
74.676,85.0617284,48.134,86.41975309,61.612,80.98765432
74.752,85.0617284,48.357,86.41975309,61.855,80.98765432
74.759,85.0617284,48.759,86.41975309,61.95,80.98765432
75.394,85.0617284,48.914,86.41975309,62.079,80.98765432
75.441,85.0617284,49.191,86.41975309,62.497,80.98765432
75.909,85.0617284,49.316,86.41975309,62.73,80.98765432
75.957,85.0617284,49.357,86.41975309,62.919,80.98765432
76.054,85.0617284,49.518,86.41975309,64.387,80.98765432
76.796,85.0617284,50.307,86.41975309,65.502,80.98765432
77.013,85.0617284,50.325,86.41975309,65.584,80.98765432
79.234,85.0617284,52.135,86.41975309,66.03,80.98765432
80.1,85.0617284,52.874,86.41975309,67.112,80.98765432
81.382,85.0617284,52.928,86.41975309,67.269,80.98765432
81.704,85.0617284,52.973,86.41975309,67.616,80.98765432
81.819,85.0617284,53.055,86.41975309,67.62,80.98765432
82.766,85.0617284,53.484,86.41975309,67.664,80.98765432
83.455,85.0617284,53.711,86.41975309,67.771,80.98765432
83.93,85.0617284,54.245,86.41975309,67.947,80.98765432
83.952,85.0617284,54.415,86.41975309,69.22,80.98765432
86.47,85.0617284,54.416,86.41975309,70.48,80.98765432
87.62,85.0617284,55.031,87.77777778,70.63,80.98765432
87.696,85.0617284,55.083,87.77777778,70.922,80.98765432
87.911,85.0617284,55.12,87.77777778,70.978,80.98765432
88.163,85.0617284,55.47,87.77777778,70.982,80.98765432
88.655,85.0617284,55.957,87.77777778,71.407,80.98765432
88.695,85.0617284,56.141,87.77777778,71.49,80.98765432
88.792,85.0617284,56.262,87.77777778,72.158,80.98765432
88.95,85.0617284,56.794,87.77777778,72.612,80.98765432
89.02,85.0617284,57.01,87.77777778,72.821,81.60493827
89.473,85.0617284,59.076,87.77777778,72.892,81.60493827
89.552,85.0617284,59.246,87.77777778,73.049,81.60493827
89.897,85.0617284,59.494,87.77777778,73.435,81.60493827
90.035,85.0617284,60.385,87.77777778,73.452,81.60493827
90.735,85.0617284,60.505,87.77777778,73.907,81.60493827
91.436,85.0617284,60.796,87.77777778,74.113,83.08641975
92.183,85.0617284,61.814,87.77777778,76.126,83.08641975
93.22,85.0617284,61.861,87.77777778,76.978,83.08641975
93.24,85.0617284,62.412,87.77777778,78.322,83.08641975
94.473,85.0617284,63.095,87.77777778,80.798,83.08641975
95.805,85.0617284,64.134,87.77777778,81.027,83.08641975
95.837,85.0617284,64.579,87.77777778,81.286,83.08641975
100.64,85.0617284,64.719,87.77777778,81.367,83.08641975
100.895,85.0617284,65.178,87.77777778,82.1,83.08641975
101.175,85.0617284,66.069,87.77777778,82.624,83.08641975
102.447,85.0617284,66.386,87.77777778,82.905,83.08641975
103.851,85.0617284,66.499,87.77777778,82.944,83.08641975
104.317,85.0617284,67.05,87.77777778,83.024,83.08641975
104.595,85.0617284,67.081,87.77777778,83.072,83.08641975
105.451,85.0617284,68.17,87.77777778,83.177,83.08641975
105.806,85.0617284,68.356,87.77777778,83.214,83.08641975
106.104,85.0617284,68.538,87.77777778,83.839,83.08641975
106.366,85.0617284,68.651,87.77777778,83.897,83.08641975
106.831,85.0617284,69.121,87.77777778,85.215,83.08641975
107.003,85.0617284,69.146,87.77777778,86.613,83.08641975
107.263,85.0617284,70.122,87.77777778,87.091,83.08641975
107.872,85.0617284,70.44,87.77777778,87.158,83.08641975
108.08,85.0617284,70.479,87.77777778,88.949,83.08641975
110.54,85.0617284,70.612,87.77777778,89.141,83.08641975
111.137,85.0617284,70.729,87.77777778,90.325,83.08641975
111.857,85.0617284,71.042,87.77777778,91.432,83.08641975
112.374,85.0617284,71.111,87.77777778,94.061,83.08641975
112.815,85.30864198,71.304,87.77777778,94.32,83.08641975
113.346,85.30864198,71.365,87.77777778,94.525,83.08641975
115.601,85.30864198,71.616,87.77777778,95.01,83.08641975
115.863,85.30864198,71.761,87.77777778,95.185,83.08641975
117.451,85.30864198,72.075,87.77777778,95.297,83.08641975
118.601,85.30864198,72.261,87.77777778,97.644,83.08641975
118.639,85.30864198,72.489,87.77777778,97.87,83.08641975
118.864,85.30864198,73.164,87.77777778,102.269,83.08641975
118.967,85.30864198,73.212,87.77777778,103.468,83.08641975
119.047,85.30864198,73.262,87.77777778,104.337,83.08641975
121.351,85.30864198,73.382,87.77777778,104.648,83.08641975
121.389,85.30864198,73.703,87.77777778,104.75,83.08641975
121.699,85.30864198,75.276,87.77777778,104.818,83.08641975
121.972,85.30864198,75.414,87.77777778,106.898,83.08641975
123.474,85.30864198,75.457,87.77777778,107.318,83.08641975
123.493,85.30864198,75.5,87.77777778,107.65,83.08641975
123.545,85.30864198,75.608,87.77777778,107.864,83.08641975
126.118,85.43209877,75.877,87.77777778,108.245,83.08641975
127.066,85.43209877,76.605,87.77777778,108.511,83.08641975
127.35,85.43209877,76.83,87.77777778,108.662,83.08641975
129.139,85.43209877,77.038,87.77777778,108.739,83.08641975
130.677,85.43209877,77.399,87.77777778,108.809,83.08641975
130.74,85.43209877,79.782,87.77777778,108.884,83.08641975
131.141,85.43209877,80.214,87.77777778,109.034,83.08641975
131.562,85.43209877,80.381,87.77777778,109.191,83.08641975
132.375,85.43209877,80.51,87.77777778,109.529,83.08641975
133.29,86.91358025,80.595,87.77777778,109.61,83.08641975
133.912,86.91358025,80.781,87.77777778,109.619,83.08641975
133.924,86.91358025,81.083,87.77777778,109.691,83.08641975
133.926,86.91358025,82.176,87.77777778,109.795,83.08641975
137.134,86.91358025,82.534,87.77777778,110.263,84.44444444
140.93,86.91358025,83.299,87.77777778,110.378,84.44444444
141.506,86.91358025,83.89,87.77777778,110.771,84.44444444
141.576,86.91358025,84.073,87.77777778,111.032,84.44444444
142.204,88.27160494,84.152,87.77777778,111.1,84.44444444
142.575,88.27160494,85.028,87.77777778,111.226,84.44444444
146.494,88.27160494,85.921,87.77777778,111.94,84.44444444
147.528,88.27160494,87.044,87.77777778,112.207,84.44444444
147.807,88.27160494,87.674,87.77777778,112.743,84.44444444
148.113,89.62962963,87.956,87.77777778,113.363,84.44444444
148.134,89.62962963,88.519,87.77777778,113.812,84.44444444
148.155,89.62962963,88.936,87.77777778,114.609,84.44444444
148.218,89.62962963,88.945,87.77777778,116.541,84.44444444
149.237,89.62962963,89.554,87.77777778,117.833,84.44444444
149.295,89.62962963,89.972,87.77777778,117.965,84.44444444
149.482,89.62962963,91.166,87.77777778,118.354,84.44444444
150.008,89.62962963,91.438,87.77777778,118.553,84.44444444
150.042,89.62962963,92.259,87.77777778,118.876,84.44444444
150.171,89.62962963,92.484,87.77777778,119.241,84.44444444
150.949,89.62962963,93.573,87.77777778,119.684,84.44444444
151.16,89.62962963,94.434,87.77777778,119.903,84.44444444
151.45,89.62962963,95.528,87.77777778,120.023,84.44444444
152.529,89.62962963,96.584,87.77777778,121.004,84.44444444
153.616,89.62962963,100.929,87.77777778,122.068,84.44444444
154.326,89.62962963,101.613,87.77777778,122.144,84.44444444
161.811,89.62962963,101.945,87.77777778,122.416,84.44444444
163.774,89.62962963,103.665,87.77777778,123.271,84.44444444
164.108,89.62962963,105.306,87.77777778,124.551,84.44444444
168.333,89.62962963,105.438,87.77777778,124.636,84.44444444
168.987,89.62962963,105.482,87.77777778,124.923,84.44444444
170.98,89.62962963,105.883,87.77777778,125.311,84.44444444
171.408,89.62962963,107.064,87.77777778,125.871,84.44444444
171.691,89.62962963,107.182,87.77777778,125.923,84.44444444
171.765,89.62962963,107.281,87.77777778,125.981,84.44444444
174.053,89.62962963,107.728,87.77777778,125.999,84.44444444
174.143,89.62962963,108.024,87.77777778,126.443,84.44444444
174.837,89.62962963,108.331,87.77777778,126.819,86.04938272
175.055,89.62962963,108.795,87.77777778,126.897,86.04938272
175.706,89.62962963,109.115,87.77777778,127.23,86.04938272
175.718,89.62962963,109.157,87.77777778,127.367,86.04938272
175.794,89.62962963,110.223,87.77777778,127.418,86.04938272
176.146,89.62962963,110.725,87.77777778,127.792,86.04938272
179.037,89.62962963,111.183,87.77777778,127.914,86.04938272
179.92,89.62962963,112.326,87.77777778,128.093,86.2962963
180.534,89.62962963,112.785,87.77777778,128.25,86.2962963
184.777,89.62962963,113.48,87.77777778,128.941,86.2962963
185.477,89.62962963,113.63,87.77777778,129.167,86.2962963
186.051,89.62962963,114.258,87.77777778,129.528,86.2962963
188.577,89.62962963,115.239,89.13580247,129.874,86.2962963
188.725,89.62962963,116.161,89.13580247,131.878,86.2962963
192.955,89.62962963,116.869,89.13580247,132.209,86.2962963
194.599,89.62962963,120.91,89.13580247,132.248,86.2962963
197.773,89.62962963,123.039,89.13580247,133.162,86.2962963
197.957,89.62962963,126.024,89.13580247,134.419,86.2962963
198.396,89.62962963,127.308,89.13580247,135.612,86.2962963
199.052,89.62962963,128.8,89.13580247,135.667,86.2962963
202.017,89.62962963,129.61,89.13580247,135.74,86.2962963
202.051,89.62962963,130.878,89.13580247,135.865,86.2962963
203.667,89.62962963,133.16,89.13580247,136.7,86.2962963
203.738,89.62962963,137.225,89.13580247,137.958,86.2962963
203.77,89.62962963,140.227,89.13580247,138.975,86.2962963
203.865,89.62962963,142.276,89.13580247,139.659,86.2962963
207.479,89.62962963,144.856,89.13580247,139.843,86.2962963
211.466,89.62962963,150.049,89.13580247,140.546,86.2962963
220.422,89.62962963,155.023,89.13580247,140.847,86.2962963
221,89.62962963,156.031,89.13580247,141.084,86.2962963
223.873,89.62962963,158.47,89.13580247,141.137,86.2962963
226.907,89.62962963,158.868,89.13580247,144.698,86.2962963
231.045,89.62962963,159.286,89.13580247,146.185,86.2962963
237.494,89.62962963,159.313,89.13580247,146.942,86.2962963
242.028,89.62962963,159.494,89.13580247,147.55,86.2962963
244.462,89.62962963,159.825,89.13580247,147.656,86.2962963
254.189,89.62962963,159.96,89.13580247,147.795,86.2962963
256.989,89.62962963,161.268,89.13580247,148.365,86.2962963
260.967,89.62962963,161.312,89.13580247,148.493,86.2962963
261.358,89.62962963,163.762,89.13580247,148.719,86.2962963
263.148,89.62962963,166.825,89.13580247,148.727,86.2962963
264.135,89.62962963,167.628,89.13580247,148.916,86.2962963
268.331,89.62962963,168.401,89.13580247,149.433,86.2962963
275.037,89.62962963,168.734,89.13580247,149.708,86.2962963
281.408,89.62962963,169.069,89.13580247,150.11,86.2962963
281.705,89.75308642,170.706,89.13580247,150.334,86.2962963
282.987,89.75308642,171.391,89.13580247,152.027,86.2962963
285.941,89.75308642,174.954,89.13580247,152.688,86.2962963
290.94,89.75308642,175.928,89.13580247,153.167,86.2962963
295.019,89.75308642,175.96,89.13580247,153.177,86.2962963
295.745,89.75308642,181.023,89.13580247,153.431,86.2962963
297.33,89.75308642,181.458,89.13580247,153.693,86.2962963
312.615,89.75308642,182.305,89.13580247,153.872,86.2962963
344.108,89.75308642,182.818,89.13580247,154.595,86.2962963
376.148,89.75308642,183.686,89.13580247,156.006,86.2962963
376.181,89.75308642,198.935,89.13580247,156.625,86.2962963
377.305,89.75308642,208.622,89.13580247,157.441,86.2962963
384.767,89.75308642,209.538,89.25925926,157.669,86.2962963
386.735,89.75308642,211.264,89.25925926,159.963,86.2962963
389.045,89.75308642,211.639,89.25925926,160.836,86.41975309
389.948,89.75308642,214.275,89.25925926,161.223,86.41975309
392.677,89.75308642,216.348,89.25925926,161.768,86.41975309
396.73,89.75308642,218.348,89.25925926,161.833,86.41975309
411.432,89.75308642,218.472,89.25925926,162.029,86.41975309
432.146,90.24691358,219.872,89.25925926,163.166,86.41975309
438.338,90.98765432,220.654,89.25925926,163.91,86.41975309
441.794,90.98765432,223.63,89.25925926,164.684,86.41975309
443.258,90.98765432,223.823,89.25925926,165.808,86.41975309
